index,Furniture,color,x,y,area_x,area_y
644,3,1,-3.47173524,1.546529,0,2
645,0,0,-2.63867784,2.126694,0,2
646,2,3,-1.25520658,1.75479341,1,2
647,6,3,0.0,0.0,1,1
648,8,7,0.0,0.0,1,1
649,7,2,3.802645,3.12338853,3,3
650,3,3,2.37454557,0.936611354,2,1
651,4,3,0.9761982,3.09363627,2,3
652,0,0,-3.82876039,2.022562,0,2
653,5,4,1.63074374,3.95644617,2,-1
654,1,4,-3.382479,3.17,0,3
655,1,3,-4.0370245,3.17,0,3
656,2,2,3.23735476,0.8324794,3,1
657,4,2,4.323306,3.17,3,3
658,0,2,-0.07999992,1.62090886,1,2
659,2,4,1.61586761,0.862231553,2,1
660,6,3,2.3150413,1.71016526,2,2
661,7,2,-0.630413055,1.85892534,1,2
662,1,4,-0.511405,3.17,1,3
663,1,8,-1.27008247,3.17,1,3
664,7,0,0.0,0.0,1,1
665,8,7,0.0,0.0,1,1
666,0,0,3.75801682,2.15644622,3,2
667,2,6,-2.11801624,1.1746279,0,2
668,2,5,-0.600661039,1.20438,1,2
669,3,3,-1.37421489,1.29363644,1,2
670,5,4,-3.96264434,3.9118185,0,-1
671,5,5,1.83900845,4.13495874,2,-1
672,1,3,4.20429754,3.17,3,3
673,1,3,-2.058512,3.1085124,0,3
674,4,2,-0.5560329,1.94818187,1,2
675,1,4,-2.66843,3.17,0,3
676,1,8,-1.389091,3.09363627,1,3
677,0,3,2.80595016,-0.4022315,3,0
678,4,2,0.009256363,1.39776838,1,2
679,7,2,3.83239627,-0.104710713,3,1
680,2,2,-1.34446287,1.90355361,1,2
681,7,1,3.19272757,2.60272717,3,3
682,2,6,0.0,0.0,1,1
683,8,7,0.0,0.0,1,1
684,2,1,2.01752114,1.94818187,2,2
685,6,3,2.74644613,0.386198461,3,1
686,7,2,2.62743759,1.96305788,3,2
687,2,6,-1.37421489,0.772975147,1,1
688,2,5,-3.04033017,0.7580991,0,1
689,0,0,-3.694876,2.64735532,0,3
690,4,2,-2.951074,3.17,0,3
691,6,2,3.72826481,-0.208842918,3,0
692,3,2,0.0,0.0,1,1
693,8,7,0.0,0.0,1,1
694,3,3,0.0,0.0,1,1
695,8,7,0.0,0.0,1,1
